,molecule_chembl_id,IC50,smiles,pIC50,ROMol
50,CHEMBL1801420,0.3,C#CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc4c(c3)OCO4)cc2)CC1,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a33d80>
51,CHEMBL16118,0.3,CCCCCCCC(C(=O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a33df0>
52,CHEMBL309329,0.3,O=CN(O)C(COCCO)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a33e60>
54,CHEMBL1801046,0.3,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a33ed0>
55,CHEMBL75114,0.32,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)C1CCCO1,9.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a33f40>
56,CHEMBL3221178,0.32,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)[C@H]1CCCO1,9.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988040>
57,CHEMBL76043,0.34,CC1(C)C(=O)NC(=O)N1CC(CS(=O)(=O)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b999880b0>
58,CHEMBL2041308,0.34,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)C1=O,9.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988120>
59,CHEMBL5288452,0.34,Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,9.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988190>
60,CHEMBL5278145,0.34,CC1(C)NC(=O)N(C[C@H](CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C(=O)O)C1=O,9.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988200>
62,CHEMBL11306,0.38,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,9.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988270>
63,CHEMBL1801044,0.4,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1,9.397940008672036,<rdkit.Chem.rdchem.Mol object at 0x7d5b999882e0>
65,CHEMBL3617407,0.43,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,9.366531544420411,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988350>
67,CHEMBL400285,0.46,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(Cl)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,9.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988430>
68,CHEMBL1916054,0.46,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=C(CN2CCOCC2)CN1O,9.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7d5b999884a0>
69,CHEMBL2041307,0.5,CC1(C)OC[C@H](C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988510>
70,CHEMBL140152,0.5,COc1ccc(S(=O)(=O)N2CCCCC(C)(C)[C@@H]2C(=O)NO)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988580>
71,CHEMBL2115165,0.5,CC1(C)OC[C@H]([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b999885f0>
72,CHEMBL235095,0.5,COc1ccc(S(=O)(=O)N(Cc2ccc(F)nc2)[C@@H](C(=O)NO)C(C)C)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988660>
73,CHEMBL210517,0.5,Cc1ccc(C#Cc2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b999886d0>
74,CHEMBL5284688,0.5,COc1ccc(S(=O)(=O)N2CCCC(C)(C)CC2C(=O)NO)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988740>
75,CHEMBL101612,0.5,CN1CCN(Cc2cc(Br)cc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b999887b0>
76,CHEMBL310688,0.5,COc1ccc(S(=O)(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)NO)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988820>
77,CHEMBL126461,0.5,O=C(NO)C(CCn1nnc2ccccc2c1=O)CSc1ccc(-c2ccc(Cl)cc2)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988890>
79,CHEMBL427616,0.5,COc1ccc(S(=O)(=O)N2CC[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988900>
80,CHEMBL1957606,0.5,O=C(NO)[C@@H]1CS(=O)(=O)CN1S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988970>
82,CHEMBL234530,0.51,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,9.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b999889e0>
83,CHEMBL253032,0.52,Cc1ccc(Oc2ccc(N(C[C@H](NC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988a50>
84,CHEMBL254293,0.52,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988ac0>
85,CHEMBL3221177,0.53,O=CN(O)C(Cc1ccc(C(=O)O)cc1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.275724130399212,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988b30>
86,CHEMBL78145,0.53,O=CN(O)C(CCc1ccc(C(=O)O)cc1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.275724130399212,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988ba0>
87,CHEMBL432882,0.54,CC(C)[C@@H](NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,9.267606240177033,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988c10>
88,CHEMBL3585769,0.54,C=CC[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,9.267606240177033,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988c80>
89,CHEMBL400785,0.54,Cc1ccc(Oc2ccc(N(C[C@H](N[C@@H](C)c3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.267606240177033,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988cf0>
90,CHEMBL227824,0.56,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,9.2518119729938,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988d60>
91,CHEMBL4854379,0.57,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)SC1CCCC1S,9.244125144327509,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988dd0>
92,CHEMBL1916050,0.58,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.236572006437065,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988e40>
93,CHEMBL377112,0.6,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(OC(F)(F)F)cc2)cc1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988eb0>
94,CHEMBL333586,0.6,CCOCCCOC(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988f20>
95,CHEMBL317508,0.6,N#Cc1ccc(-c2ccc(OCC(CCn3nnc4ccccc4c3=O)C(=O)NO)cc2)cc1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99988f90>
100,CHEMBL123967,0.6,COc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2C(=O)NO)cc1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989000>
101,CHEMBL1801393,0.6,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCN(Cc2cccnc2)CC1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989070>
102,CHEMBL317132,0.6,O=C(NO)C(CCn1nnc2ccccc2c1=O)COc1ccc(-c2ccc(Cl)cc2)cc1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b999890e0>
103,CHEMBL96049,0.6,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccccc3)CC2C(=O)NO)cc1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989150>
104,CHEMBL401404,0.62,COc1cccc(N[C@@H](CN(c2ccc(Oc3ccc(C)cc3)cc2)S(C)(=O)=O)C(=O)NO)c1,9.207608310501746,<rdkit.Chem.rdchem.Mol object at 0x7d5b999891c0>
105,CHEMBL251831,0.68,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3C[C@@H](C)O[C@@H](C)C3)S(C)(=O)=O)cc2)cc1,9.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989230>
106,CHEMBL430664,0.7,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,9.154901959985745,<rdkit.Chem.rdchem.Mol object at 0x7d5b999892a0>
107,CHEMBL5174280,0.704,O=C(CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1,9.152427340857887,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989310>
108,CHEMBL4461597,0.76,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,9.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989380>
109,CHEMBL515980,0.77,CC(C)[C@H](C(=O)NO)N(CC(=O)O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,9.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x7d5b999893f0>
110,CHEMBL78052,0.79,CS(=O)(=O)N1CCN(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)CC1,9.102372908709558,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989460>
111,CHEMBL5275421,0.8,O=C(NO)C1(S(=O)(=O)c2ccc(-n3cc(-c4ccc(-c5cncnc5)cc4)nn3)cc2)CCOCC1,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b999894d0>
112,CHEMBL573715,0.8,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989540>
113,CHEMBL116944,0.8,C[C@@H](C[C@@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b999895b0>
114,CHEMBL379220,0.8,CCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989620>
115,CHEMBL1916215,0.8,Cc1ccc(C#Cc2ccc(S(=O)(=O)N(CCN3CCOCC3)[C@@H]3CC=CCN(O)C3=O)s2)cc1,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989690>
117,CHEMBL75529,0.86,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)CS(=O)(=O)N1CCOCC1,9.065501548756432,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989700>
118,CHEMBL408366,0.87,COc1ccc(Oc2ccc(S(=O)(=O)N(C)c3cccn(O)c3=O)cc2)cc1,9.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989770>
119,CHEMBL254506,0.89,Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(F)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.050609993355089,<rdkit.Chem.rdchem.Mol object at 0x7d5b999897e0>
120,CHEMBL5289570,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CCSCc3ccccc3)C2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989850>
121,CHEMBL104021,0.9,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCS(=O)(=O)Cc2ccccc2)C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b999898c0>
122,CHEMBL102415,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CSCc3ccccc3)[C@@H]2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989930>
124,CHEMBL125598,0.9,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b999899a0>
125,CHEMBL75567,0.9,CN(C)CC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989a10>
126,CHEMBL19932,0.9,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](C)C(=O)NO)C1CCCCC1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989a80>
127,CHEMBL73866,0.9,COCC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989af0>
128,CHEMBL420657,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C([C@H](O)CSc3ccccc3)[C@@H]2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989b60>
129,CHEMBL141080,0.9,COc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989bd0>
130,CHEMBL4088630,0.9,COc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989c40>
131,CHEMBL75487,0.91,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3cccc(CC#N)c3)cc2)N(O)C=O)C1=O,9.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989cb0>
132,CHEMBL4444377,0.91,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(C#Cc2ccccc2)cc1,9.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989d20>
133,CHEMBL209165,0.96,CSc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989d90>
134,CHEMBL75302,0.96,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)N(O)C=O)C1=O,9.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989e00>
135,CHEMBL78213,0.98,COC(=O)c1ccc(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc1,9.008773924307503,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989e70>
136,CHEMBL78549,1.0,CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989ee0>
137,CHEMBL304730,1.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cc(-c3cccc(C(F)(F)F)c3)cc2C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989f50>
138,CHEMBL319341,1.0,CN1CCN(Cc2cccc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99989fc0>
139,CHEMBL79433,1.0,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a030>
140,CHEMBL100512,1.0,COc1ccc(S(=O)(=O)N(C)c2c(CN3CCN(C)CC3)cccc2C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a0a0>
141,CHEMBL415482,1.0,COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a110>
142,CHEMBL2203634,1.0,CCCCCCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a180>
144,CHEMBL95807,1.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cccs3)CC2C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a1f0>
145,CHEMBL370685,1.0,CC(C)N1CCN(C2(c3ccc(Oc4ccc(Br)cc4)cc3)C(=O)NC(=O)NC2=O)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a260>
146,CHEMBL1916201,1.0,COc1ccc(Oc2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)cc2)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a2d0>
147,CHEMBL311357,1.0,CCCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a340>
148,CHEMBL320442,1.0,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccsc2)C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a3b0>
149,CHEMBL287871,1.0,CN(c1c(C(=O)NO)cnc2ccccc12)S(=O)(=O)c1ccc(Oc2ccncc2)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a420>
150,CHEMBL78909,1.0,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a490>
151,CHEMBL286848,1.0,Cc1nn(C)c2ncc(C(=O)NO)c(N(C)S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)c12,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a500>
152,CHEMBL323371,1.0,O=C(NO)C(CCn1nnc2ccccc2c1=O)COc1ccc(-c2ccccc2)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a570>
153,CHEMBL5269115,1.0,COc1ccc(S(=O)(=O)N(Cc2ccccn2)c2c(C)cc(-c3cccc(C(F)(F)F)c3)cc2C(=O)NO)cc1,9.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a5e0>
155,CHEMBL5274327,1.06,CN(C)c1ccc(-c2cn(-c3ccc(S(=O)(=O)NC(Cc4ccccc4)C(=O)NO)cc3)nn2)cc1,8.97469413473523,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a650>
156,CHEMBL1801057,1.1,COc1ccc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccn4)CC3)cc2)cc1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a6c0>
157,CHEMBL2043424,1.1,C[C@@H]1OC(C)(C)O[C@H]1C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a730>
158,CHEMBL2385442,1.1,O=C(Nc1ccc(S(=O)(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccc(I)cc1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a7a0>
159,CHEMBL2043425,1.1,CCC1(CC)OC[C@H](C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a810>
160,CHEMBL7108,1.1,COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a880>
161,CHEMBL76757,1.1,CSc1ccc(-c2ccc(S(=O)(=O)CC(CN3C(=O)NC(C)(C)C3=O)N(O)C=O)cc2)cc1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a8f0>
162,CHEMBL399029,1.1,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a960>
163,CHEMBL1812922,1.1,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(CC3CC3)CC2)C(=O)N1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998a9d0>
164,CHEMBL75464,1.1,CCC1(CC)OCC([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998aa40>
165,CHEMBL1092104,1.1,O=C(NO)[C@@H](CCN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccc(Br)cc1,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998aab0>
166,CHEMBL306050,1.1,C[C@@H]1OC(C)(C)OC1[C@@H](CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ab20>
167,CHEMBL5205275,1.19,CCNC(=O)CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,8.924453038607469,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ab90>
168,CHEMBL209465,1.2,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(Cl)cc2)cc1,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ac00>
169,CHEMBL124558,1.2,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(OC)cc3)C(C(=O)NO)C2)cc1,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ac70>
170,CHEMBL90978,1.2,O=C(NO)C1CN(C(=O)c2ccccc2)CCCN1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ace0>
171,CHEMBL1229868,1.2,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)CCOCC1,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ad50>
173,CHEMBL399565,1.3,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccc(F)cc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998adc0>
174,CHEMBL331095,1.3,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(=O)NO)cc1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998ae30>
175,CHEMBL271736,1.3,CN1CCN(CCN(c2cccn(O)c2=O)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998aea0>
176,CHEMBL2380401,1.3,CN([C@H]1CN(C(N)=O)C[C@@H]1S)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998af10>
177,CHEMBL253033,1.3,Cc1ccc(Oc2ccc(N(C[C@H](NCC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998af80>
178,CHEMBL1916053,1.3,CC1=CC[C@@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)C(=O)N(O)C1,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998aff0>
179,CHEMBL20154,1.3,CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)CC(=O)NO)C(C)(C)C,8.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b060>
180,CHEMBL4524116,1.4,O=C(NO)[C@@]1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)C[C@H]2CC[C@@H](C1)O2,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b0d0>
183,CHEMBL382227,1.4,O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b140>
184,CHEMBL307372,1.4,Cn1ccc(=O)n(CC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)c1=O,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b1b0>
185,CHEMBL75139,1.4,CN1C(=O)N(CC(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)N(O)C=O)C(=O)C1(C)C,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b220>
186,CHEMBL99072,1.4,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(C)=O)CC2C(=O)NO)cc1,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b9998b290>
