,molecule_chembl_id,IC50,smiles,pIC50,ROMol
1782,CHEMBL4213983,14300.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,4.844663962534939,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2960>
1783,CHEMBL4639311,14500.0,Cc1ccc2nc(-c3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc3)[nH]c2c1,4.838631997765025,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be29d0>
1784,CHEMBL4633399,14500.0,O=C(CCc1ccccc1)Nc1cccc(-c2nc3ccc(Br)cc3[nH]2)c1,4.838631997765025,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2a40>
1785,CHEMBL522613,14900.0,Cc1ccc2oc(-c3ccc([N+](=O)[O-])cc3)nc2c1,4.826813731587726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2ab0>
1786,CHEMBL236130,15000.0,CC(C)[C@H](C(=O)O)N(Cc1ccccc1)S(=O)(=O)c1ccc(N(C)C)cc1,4.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2b20>
1788,CHEMBL1200596,15900.0,Oc1c(Cl)cc(Cl)c2cccnc12,4.798602875679548,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2b90>
1789,CHEMBL3622225,15960.0,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,4.796967112985289,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2c00>
1790,CHEMBL296196,16000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,4.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2c70>
1791,CHEMBL4285334,16000.0,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1,4.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2ce0>
1792,CHEMBL3098996,16000.0,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cnc5ccccc5c4)c3)ccc2n1,4.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2d50>
1793,CHEMBL3915135,16000.0,COC(=O)C(C(=O)/C=C/c1ccc(O)c(OC)c1)C(=O)/C=C/c1ccc(O)c(OC)c1,4.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2dc0>
1794,CHEMBL4758787,16100.0,O=c1[nH]c2ccccc2c2cc(-c3cccs3)cc(Nc3ccccc3)c12,4.79317412396815,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2e30>
1795,CHEMBL267854,16400.0,O=C(CCc1cc2cc(Cl)ccc2oc1=O)NO,4.785156151952302,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2ea0>
1796,CHEMBL3098994,17000.0,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccc5cccnc45)cc3)ccc2n1,4.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2f10>
1797,CHEMBL3358156,17000.0,Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,4.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2f80>
1798,CHEMBL46830,17000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(C=O)cc2)cc1)C(=O)O,4.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be2ff0>
1799,CHEMBL3963341,17000.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(CN(C)C)cc2)ccc1O,4.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3060>
1800,CHEMBL481599,17600.0,COc1cc(/C=C/c2cc(C)[nH]n2)ccc1O,4.7544873321858505,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be30d0>
1801,CHEMBL4207046,18000.0,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,4.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3140>
1802,CHEMBL4648156,18000.0,Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)oc2c1,4.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be31b0>
1803,CHEMBL3622797,18310.0,CCOc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,4.737311655698304,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3220>
1804,CHEMBL4206592,18320.0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(-c3ccc(O)cc3)ccc(CO)c21,4.737074530668169,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3290>
1805,CHEMBL3622796,18960.0,COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,4.722161666997953,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3300>
1806,CHEMBL4097165,19000.0,O=C1NC(=O)[C@](CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)(C2CC2)N1,4.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3370>
1807,CHEMBL180239,19400.0,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,4.7121982700697735,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be33e0>
1808,CHEMBL2151353,19800.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3cccc(Cl)c3)cc2)C(=O)N1,4.703334809738469,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3450>
1809,CHEMBL3622798,19810.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(F)cc3)CC2c2ccc3ccccc3c2)cc1,4.703115524461453,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be34c0>
1810,CHEMBL42114,20000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(N)cc2)cc1)C(=O)O,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3530>
1811,CHEMBL94346,20000.0,CCCNC(=O)P(=O)(O)O,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be35a0>
1812,CHEMBL2440578,20000.0,O=[N+]([O-])c1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3610>
1813,CHEMBL579068,20000.0,CC(C(=O)O)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3680>
1814,CHEMBL501715,20000.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)NO,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be36f0>
1815,CHEMBL328645,20000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3760>
1816,CHEMBL270083,20000.0,N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be37d0>
1817,CHEMBL47254,20000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)O,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3840>
1818,CHEMBL4640215,20000.0,Cc1ccc2oc(-c3ccc(NC(=O)c4ccc([N+](=O)[O-])cc4)cc3)nc2c1,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be38b0>
1819,CHEMBL4781893,20100.0,O=c1[nH]c2ccccc2c2cc(-c3cccs3)cc(Nc3ccc(F)cc3)c12,4.696803942579511,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3920>
1820,CHEMBL4753504,20500.0,COc1ccc(Nc2cc(-c3ccccc3)cc3c2c(=O)[nH]c2c(OC)c(OC)ccc23)cc1,4.688246138944246,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3990>
1821,CHEMBL4635438,20700.0,COC(=O)c1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,4.684029654543083,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3a00>
1824,CHEMBL4646265,21700.0,Nc1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,4.663540266151471,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3a70>
1826,CHEMBL4756447,22000.0,COc1ccc(Nc2cc(-c3ccccc3)cc3c2c(=O)[nH]c2ccccc23)cc1,4.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3ae0>
1827,CHEMBL4642399,22000.0,Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2c1,4.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3b50>
1830,CHEMBL1630091,23000.0,CCN(CC)CCOc1ccc(CCC(Cc2cc3ccc(C)cc3oc2=O)C(=O)NO)cc1,4.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3bc0>
1831,CHEMBL1483847,23300.0,O=[N+]([O-])c1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,4.632644078973981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3c30>
1833,CHEMBL3770935,24000.0,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N2CSC[C@@H]2C(=O)NO)CC1,4.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3d10>
1834,CHEMBL575895,24000.0,COc1ccc(S(=O)(=O)c2ccccc2C(=O)NO)cc1,4.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3d80>
1836,CHEMBL575881,24000.0,CC(C)ON([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,4.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3df0>
1837,CHEMBL556645,24000.0,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2cccc(C#N)c12,4.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3e60>
1839,CHEMBL253694,24500.0,O=C(CCc1cc2cc(Br)ccc2oc1=O)NO,4.610833915635467,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3ed0>
1840,CHEMBL4216008,24500.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,4.610833915635467,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be3f40>
1841,CHEMBL4206956,24690.0,O=C(/C=C(\c1ccccc1)c1c(-c2ccc(O)cc2)cccc1-c1ccc(O)cc1)c1ccc(O)cc1,4.607478910068068,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0040>
1842,CHEMBL5272043,25000.0,Cn1ccc(=O)c(O)c1C(=O)NCc1ccc(-c2ccccc2)cc1,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc00b0>
1843,CHEMBL5275186,25000.0,Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccccc3)cc2)n1C,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0120>
1844,CHEMBL255374,25000.0,Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccccc3)cc2)o1,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0190>
1845,CHEMBL5274715,25000.0,O=C(NCc1ccc(-c2ccccc2)cc1)c1occc(=O)c1O,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0200>
1846,CHEMBL2435340,25000.0,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc(=O)n1O,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0270>
1847,CHEMBL1916398,25000.0,Cc1cc(C)cc(NC(=O)c2cnn(-c3ccc(C(C)C)cc3)c2C2CCNCC2)c1,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc02e0>
1849,CHEMBL4216342,25430.0,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1-c1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,4.594653639824291,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc03c0>
1850,CHEMBL43147,26000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0430>
1851,CHEMBL3753984,26000.0,O=C(CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,4.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc04a0>
1852,CHEMBL451902,26080.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,4.583692412940118,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0510>
1853,CHEMBL4632565,26600.0,Cc1ccc2nc(-c3cccc(NC(=O)CCc4ccccc4)c3)[nH]c2c1,4.575118363368933,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0580>
1854,CHEMBL4647857,27000.0,O=C(O)c1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,4.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc05f0>
1855,CHEMBL43276,27000.0,O=C(O)[C@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,4.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0660>
1858,CHEMBL2151354,27500.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)cc2)C(=O)N1,4.560667306169737,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc06d0>
1859,CHEMBL319782,28000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,4.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0740>
1860,CHEMBL95414,28000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCN(OC(=O)C(C)(C)C)CC3)N(O)C=O)cc2)c2ccccc2n1,4.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc07b0>
1861,CHEMBL4800543,28000.0,Nc1ccc(-c2cc(Nc3ccccc3)c3c(=O)[nH]c4ccccc4c3c2)cc1,4.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0820>
1862,CHEMBL4636483,28400.0,Cc1ccc2nc(-c3ccc(NC(=O)c4ccccc4)cc3)[nH]c2c1,4.546681659952962,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0890>
1865,CHEMBL3892642,29000.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(CO)c2)ccc1O,4.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0900>
1866,CHEMBL2431019,29000.0,O=C(CNS(=O)(=O)c1ccc(OCc2cccc3cccnc23)cc1)NO,4.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0970>
1867,CHEMBL4647266,29000.0,O=C(CCc1ccccc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,4.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc09e0>
1868,CHEMBL4208646,29270.0,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,4.533577277566208,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0a50>
1869,CHEMBL213158,29600.0,CSc1ccc(/C=C2\N=CN(NS(=O)(=O)c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,4.528708288941061,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0ac0>
1870,CHEMBL1957575,30000.0,O=C(NO)[C@H]1CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0b30>
1871,CHEMBL2440441,30000.0,O=P(O)(O)C(Nc1ccc(Br)cc1)P(=O)(O)O,4.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0ba0>
1874,CHEMBL98202,31000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCSCC3)N(O)C=O)cc2)c2ccccc2n1,4.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0c10>
1876,CHEMBL4757741,32000.0,COc1ccc(-c2cc(Nc3ccccc3)c3c(=O)[nH]c4ccccc4c3c2)cc1,4.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0c80>
1877,CHEMBL4646530,32000.0,O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)o1,4.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0cf0>
1878,CHEMBL4640667,32000.0,O=C(Nc1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1)c1ccccc1,4.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0d60>
1881,CHEMBL253605,33000.0,O=C(OCc1c(F)cc(F)cc1F)c1cccc(=O)[nH]1,4.481486060122113,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0e40>
1883,CHEMBL3622787,33750.0,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc3ccccc3c2)cc1,4.471726222832956,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0eb0>
1885,CHEMBL392974,35000.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2Br)[C@@H](C(=O)O)C(C)C)cc1,4.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0f20>
1886,CHEMBL1277658,36000.0,O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,4.443697499232713,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc0f90>
1887,CHEMBL106889,36000.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1[C@@H](COCC(=O)NO)[C@@H]1CSc1ccccc1,4.443697499232713,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1000>
1888,CHEMBL1965818,36000.0,O=[N+]([O-])c1ccc(-c2nc3ccccc3o2)cc1,4.443697499232713,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1070>
1889,CHEMBL4211480,36010.0,O=C1OCc2ccc(-c3ccc(O)cc3)c(C(=O)c3ccc(O)cc3)c21,4.443576878628715,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc10e0>
1890,CHEMBL4210262,36300.0,COc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)O)c(C(C)C)cc4CC[C@@H]23)cc1,4.440093374963888,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1150>
1891,CHEMBL4645291,36600.0,Cc1ccc2nc(-c3cccc([N+](=O)[O-])c3)[nH]c2c1,4.436518914605589,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc11c0>
1892,CHEMBL4213048,37360.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,4.427593132441944,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1230>
1893,CHEMBL4747482,37500.0,Cc1ccc(-c2cc(Nc3ccccc3)c3c(=O)[nH]c4ccccc4c3c2)cc1,4.425968732272281,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc12a0>
1894,CHEMBL4636104,37700.0,Cc1ccc2nc(-c3cccc(C(=O)NCCc4ccccc4)c3)[nH]c2c1,4.423658649794207,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1310>
1895,CHEMBL44455,38000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O,4.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1380>
1897,CHEMBL3828088,38449.0,CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.415114951054475,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc13f0>
1898,CHEMBL4644146,38600.0,Cc1cccc2nc(-c3cccc(NC(=O)CCCc4ccccc4)c3)[nH]c12,4.413412695328245,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1460>
1900,CHEMBL329967,40000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc14d0>
1901,CHEMBL5205118,40000.0,NCCCCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1540>
1902,CHEMBL431226,40000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC4(CC3)OCCO4)N(O)C=O)cc2)c2ccccc2n1,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc15b0>
1903,CHEMBL3585679,40960.0,O=C(O)c1c(-c2ccc(O)cc2)ccc(CO)c1C#Cc1ccc(O)cc1,4.387640052032226,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1620>
1904,CHEMBL4450729,41000.0,CCn1ccnc1[C@]1(CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)NC(=O)NC1=O,4.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1690>
1905,CHEMBL4643922,41000.0,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc(Br)cc1,4.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1700>
1906,CHEMBL421666,42000.0,O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1ccccc1,4.376750709602099,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1770>
1907,CHEMBL4640244,43000.0,O=C(CCCc1ccccc1)Nc1cccc(-c2nc3ccccc3[nH]2)c1,4.366531544420414,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc17e0>
1909,CHEMBL115145,43400.0,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,4.36251027048749,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc18c0>
1911,CHEMBL2151348,44200.0,O=C1NC(=O)C(O)(CC(=O)c2ccccc2)C(=O)N1,4.354577730650908,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1930>
1912,CHEMBL99995,45000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,4.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc19a0>
1913,CHEMBL1957595,47000.0,O=C(NO)[C@@H]1CSC(=O)N1Cc1ccc(-c2ccccc2)cc1,4.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1a10>
1914,CHEMBL3098997,48000.0,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cncc5ccccc45)c3)ccc2n1,4.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1a80>
1916,CHEMBL226852,50000.0,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1af0>
1917,CHEMBL398892,50000.0,O=C(OCc1cccc(F)c1)c1cccc(=O)[nH]1,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1b60>
1918,CHEMBL251426,50000.0,O=C(OCc1cccc(-c2ccccc2)c1)c1cccc(S)n1,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1bd0>
1919,CHEMBL3098998,50000.0,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cccc5ncccc45)c3)ccc2n1,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1c40>
1921,CHEMBL4212208,50000.0,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1cb0>
1922,CHEMBL98852,50000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1d20>
1923,CHEMBL576762,51000.0,C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,4.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1d90>
1924,CHEMBL2431021,51000.0,O=C(CNS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)NO,4.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1e00>
1927,CHEMBL4303669,52000.0,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,4.2839966563652006,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1e70>
1928,CHEMBL99365,53000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,4.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1ee0>
1929,CHEMBL99045,53000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCOCC3)N(O)C=O)cc2)c2ccccc2n1,4.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1f50>
1932,CHEMBL4741270,54000.0,O=c1[nH]c2ccccc2c2cc(-c3ccccc3)cc(Nc3ccccc3)c12,4.267606240177032,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc1fc0>
1934,CHEMBL2440431,55000.0,O=P(O)(O)C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)P(=O)(O)O,4.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc2030>
1936,CHEMBL473361,56500.0,O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,4.247951552180561,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc20a0>
1937,CHEMBL204153,57000.0,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,4.2441251443275085,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc2110>
1939,CHEMBL4639945,58000.0,O=C(CCCc1ccccc1)Nc1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,4.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc2180>
1940,CHEMBL45040,59000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(C#N)cc2)cc1)C(=O)O,4.229147988357856,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc21f0>
1941,CHEMBL254239,59000.0,O=C(OCc1ccccc1Br)c1cccc(=O)[nH]1,4.229147988357856,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc2260>
1942,CHEMBL253375,60000.0,O=C(OCc1c(F)cccc1F)c1cccc(=O)[nH]1,4.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b99bc22d0>
