,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
1496,CHEMBL3350685,1500.0,CC#CCOc1ccc([S@@+]([O-])[C@@H](CCCCCC)C(=O)NO)cc1,5.823908740944319,351.15042928,24,10,4,2,3.040700000000001,True
1497,CHEMBL42420,1500.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.823908740944319,411.0139911559999,24,6,3,2,3.5036000000000014,True
1498,CHEMBL2103847,1500.0,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,5.823908740944319,406.21038667999994,29,9,6,4,1.8582999999999998,True
1499,CHEMBL4591371,1500.0,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)C(O)C(=O)NO,5.823908740944319,406.21038667999994,29,9,6,4,1.8582999999999998,True
1500,CHEMBL2326365,1500.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(NC(=O)CF)cc2)cc1,5.823908740944319,427.08897189600003,30,7,4,2,3.7215000000000025,True
1501,CHEMBL1916056,1506.0,O=C1[C@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)CC=CCN1O,5.822175028135318,392.05975570400005,26,4,4,2,2.831600000000001,True
1502,CHEMBL199666,1510.0,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccc(Cl)cc2)cc1,5.821023052706831,396.14922234,28,9,2,1,5.983800000000006,True
1503,CHEMBL94386,1511.0,C#CCNc1ccc(S(=O)(=O)N(C)CC(=O)NO)cc1,5.820735535660974,297.07832696,20,6,5,3,-0.1423999999999998,True
1504,CHEMBL2336366,1561.56,O=C(/C=C/c1cccc(O)c1)Nc1cccc(O)c1,5.80644132416622,255.089543276,19,3,3,3,2.7497000000000007,True
1505,CHEMBL3792916,1579.01,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1N)CC(C)C,5.801615119560378,463.258339916,34,10,4,5,3.214500000000001,True
1506,CHEMBL2336339,1585.79,O=C(/C=C/c1ccc(O)cc1)Nc1cccc(O)c1,5.799754325139276,255.089543276,19,3,3,3,2.7497000000000007,True
1507,CHEMBL3926071,1600.0,CCOCCC1(Oc2ccc(-c3cccc(CNC(=O)c4nc5ccccc5c(=O)[nH]4)c3)cc2)C(=O)NC(=O)NC1=O,5.795880017344075,569.191048204,42,10,8,4,2.4302999999999995,True
1508,CHEMBL50,1610.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.79317412396815,302.04265266,22,1,7,5,1.988,True
1509,CHEMBL2336348,1628.58,O=C(/C=C/c1ccc(O)cc1)Nc1cccc(F)c1,5.788190902923368,257.085206844,19,3,2,2,3.183200000000001,True
1510,CHEMBL2431028,1630.0,NC(=O)NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO,5.787812395596042,591.9626796240001,32,11,6,5,2.3914000000000004,True
1511,CHEMBL1163454,1632.42,COc1cccc(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,5.787168092999215,285.10010796,21,4,4,3,2.758300000000001,True
1512,CHEMBL68427,1642.27,O=C(/C=C/c1ccc(O)c(O)c1)Nc1cccc(O)c1,5.784555440474515,271.084457896,20,3,4,4,2.4553000000000003,True
1513,CHEMBL2336781,1658.63,COc1cccc(NC(=O)/C=C/c2cccc(O)c2)c1,5.780250483704313,269.10519334,20,4,3,2,3.0527000000000006,True
1514,CHEMBL2336342,1659.85,COc1cccc(NC(=O)/C=C/c2ccc(O)cc2)c1,5.779931157210381,269.10519334,20,4,3,2,3.0527000000000006,True
1515,CHEMBL209970,1670.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,5.777283528852417,472.133793236,31,8,7,2,1.1882000000000004,True
1516,CHEMBL2336345,1685.93,Cc1cccc(NC(=O)/C=C/c2ccc(O)cc2)c1,5.773160461291848,253.11027872,19,3,2,2,3.352520000000002,True
1517,CHEMBL3585767,1700.0,C=CC[C@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,5.769551078621726,376.10929273999994,26,9,5,1,2.3104000000000005,True
1518,CHEMBL45906,1700.0,Cc1ccccc1C#Cc1ccc(S(=O)(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)s1,5.769551078621726,464.08644912,32,6,4,3,3.9118200000000014,True
1519,CHEMBL3099031,1700.0,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4ccc5ncccc5c4)cc3)ccc2n1,5.769551078621726,404.16371126,31,3,4,2,5.592920000000003,True
1520,CHEMBL4469402,1700.0,Cc1[nH]c2ccccc2c1CCNC(=O)CCCCCNCc1cc(Cl)c2cccnc2c1O,5.769551078621726,478.213553912,34,11,4,4,5.392420000000005,True
1521,CHEMBL286254,1700.0,O=C1N[C@@H](CS)C(=O)N(Cc2ccc3ccccc3n2)[C@H]1Cc1ccc([N+](=O)[O-])cc1,5.769551078621726,436.12052612,31,6,6,2,2.5111,True
1522,CHEMBL2088990,1710.0,COc1ccc(C(=O)N[C@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,5.767003889607846,517.0477263719999,33,7,7,3,2.0776,True
1523,CHEMBL1165241,1753.85,Cc1cccc(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,5.756007552907247,269.10519334,20,3,3,3,3.0581200000000024,True
1524,CHEMBL2336784,1758.72,Cc1cccc(NC(=O)/C=C/c2cccc(O)c2)c1,5.7548032976286,253.11027872,19,3,2,2,3.352520000000001,True
1525,CHEMBL79906,1760.0,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCNCC3)cc2)cc1,5.75448733218585,404.140592868,28,7,5,3,2.0932999999999993,True
1526,CHEMBL4092752,1760.0,COc1ccc2c(c1)C(=O)N(C[C@@]1(c3cc4cnccc4o3)NC(=O)NC1=O)C2,5.75448733218585,392.11206961199997,29,4,6,2,1.5271,True
1528,CHEMBL2336354,1796.72,O=C(/C=C/c1ccccc1)Nc1cccc(O)c1,5.745519597865804,239.094628656,18,3,2,2,3.044100000000001,True
1529,CHEMBL2151363,1800.0,NC(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,5.7447274948966935,381.0960852,28,5,6,4,0.1223999999999999,True
1530,CHEMBL5171326,1800.0,O=C(NCCCCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)OCc1ccccc1,5.7447274948966935,496.1668076159999,35,12,5,3,4.1818000000000035,True
1531,CHEMBL2203636,1800.0,CC(C)CCCCCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O,5.7447274948966935,358.22564281999996,26,10,3,2,3.968200000000002,True
1532,CHEMBL1830131,1812.91,O=C(/C=C/c1ccccc1)Nc1cccc(Cl)c1,5.741623755459681,257.060741684,18,3,1,1,3.991900000000002,True
1533,CHEMBL1830143,1819.27,O=C(/C=C/c1ccc(O)cc1)Nc1cccc(Cl)c1,5.740102841998434,273.05565630399997,19,3,2,2,3.6975000000000016,True
1534,CHEMBL3828270,1824.0,COc1ccc(CNC(=O)CC[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)cc1,5.738975166007602,482.1511575519999,34,11,5,3,3.1903000000000015,True
1535,CHEMBL228176,1830.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccc(OCc3ccccc3)cc2)cc1,5.73754891026957,472.130422108,33,11,7,2,2.902100000000001,True
1536,CHEMBL2336787,1859.82,O=C(/C=C/c1cccc(O)c1)Nc1cccc(F)c1,5.7305290863141005,257.085206844,19,3,2,2,3.183200000000001,True
1537,CHEMBL1163869,1869.59,O=C(/C=C/c1ccc(O)c(O)c1)Nc1cccc(F)c1,5.72825362354931,273.080121464,20,3,3,3,2.8888000000000016,True
1538,CHEMBL3622226,1870.0,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c(C)c1,5.7281583934635005,455.16674804,33,4,4,1,5.4597400000000045,True
1539,CHEMBL497026,1876.0,O=C(NO)[C@H]1CC(CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,5.726767165956955,456.27365563200004,33,5,5,2,2.2756999999999996,True
1540,CHEMBL424130,1882.0,O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1cc(Cl)ccc1Cl,5.725380380908762,416.000047908,26,3,5,3,2.4925000000000006,True
1541,CHEMBL1830130,1896.92,Cc1cccc(NC(=O)/C=C/c2ccccc2)c1,5.72195098449941,237.1153641,18,3,1,1,3.6469200000000015,True
1542,CHEMBL1957596,1900.0,O=C(NO)[C@@H]1CCC(=O)N1S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.721246399047171,360.077992612,25,4,5,2,1.5386999999999997,True
1543,CHEMBL297793,1900.0,COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2[N+](=O)[O-])cc1,5.721246399047171,519.110021012,37,8,6,3,3.458700000000001,True
1544,CHEMBL2336360,1910.47,O=C(/C=C/c1ccccc1)Nc1cccc(F)c1,5.718859777623178,241.090292224,18,3,1,1,3.4776000000000016,True
1545,CHEMBL1164630,1921.13,O=C(/C=C/c1ccc(O)c(O)c1)Nc1cccc(Cl)c1,5.7164432460844905,289.050570924,20,3,3,3,3.403100000000001,True
1546,CHEMBL1830141,1948.29,O=C(/C=C/c1cccc(O)c1)Nc1cccc(Cl)c1,5.710346398573472,273.05565630399997,19,3,2,2,3.6975000000000016,True
1547,CHEMBL1935291,1970.0,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,5.705533773838408,430.0657136759999,29,6,6,2,4.097000000000002,True
1548,CHEMBL2336356,1976.83,COc1cccc(NC(=O)/C=C/c2ccccc2)c1,5.704030676784653,253.11027872,19,4,2,1,3.347100000000001,True
1549,CHEMBL1370,1989.0,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,5.701365216875565,430.2355388079999,31,4,6,2,2.7168000000000014,True
1550,CHEMBL204593,2000.0,Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F,5.698970004336019,346.09987092800003,23,5,5,3,0.7130199999999998,True
1551,CHEMBL2146996,2000.0,Cc1c(O)c(=S)ccn1Cc1ccc(-c2ccccc2)cc1,5.698970004336019,307.10308516400005,22,3,3,1,4.9469100000000035,True
1552,CHEMBL3752513,2000.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC23CC4CC(CC(C4)C2)C3)cc1,5.698970004336019,410.15115755200003,28,7,6,2,2.091699999999999,True
1553,CHEMBL49499,2000.0,CCCCOc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,5.698970004336019,522.1283139320001,36,10,5,3,4.782300000000003,True
1554,CHEMBL227567,2000.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC2C3CC4CC(C3)CC2C4)cc1,5.698970004336019,410.15115755200003,28,7,6,2,1.9475999999999993,True
1555,CHEMBL97034,2000.0,CC(C)NC(=O)P(=O)(O)O,5.698970004336019,167.03474443,10,2,2,3,0.28209999999999985,True
1556,CHEMBL1083907,2090.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4Cl)CC3)cc2)CCOCC1,5.679853713888946,479.12816961199997,32,5,7,2,2.4949000000000003,True
1557,CHEMBL3827024,2093.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc(Cl)cc1,5.679230771661313,486.10162051599997,33,10,4,3,3.8351000000000024,True
1558,CHEMBL155959,2100.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1)C(=O)O,5.6777807052660805,376.10929273999994,26,7,4,3,2.3264000000000005,True
1559,CHEMBL4558237,2100.0,O=C(CNCc1cc(Cl)c2cccnc2c1O)Nc1ccccc1,5.6777807052660805,341.093104432,24,5,4,3,3.3221000000000016,True
1560,CHEMBL425783,2120.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCCN(C)C)CC2)cc1,5.673664139071249,479.209006776,33,10,7,2,1.3184000000000013,True
1561,CHEMBL379271,2124.0,O=C(O)C(CCCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,5.6728454875905685,497.06998603999995,34,8,5,1,4.310300000000003,True
1562,CHEMBL1770702,2200.0,O=C(NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)c1ccc(OC(F)(F)F)cc1,5.657577319177793,546.1283714199999,37,10,8,3,2.612400000000001,True
1563,CHEMBL376841,2200.0,CCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,5.657577319177793,304.07290723200003,20,7,6,2,0.14279999999999982,True
1564,CHEMBL44383,2200.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc2)cc1,5.657577319177793,363.114043772,25,7,4,2,2.7497000000000007,True
1565,CHEMBL4290729,2200.0,CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,5.657577319177793,509.17195257199995,35,9,8,4,0.9074999999999995,True
1566,CHEMBL296817,2300.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(C#Cc2ccc(Oc3ccccc3)cc2)s1,5.638272163982407,542.097013804,38,8,5,3,5.395700000000003,True
1568,CHEMBL47076,2300.0,O=C(O)C(CCS(=O)(=O)Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,5.638272163982407,551.0071915240001,33,10,5,2,3.8527000000000022,True
1569,CHEMBL563679,2300.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(/C=C/c2ccc(-c3ccccc3)cc2)cc1,5.638272163982407,466.156242932,33,9,5,2,4.360100000000004,True
1570,CHEMBL69194,2365.0,CCCCN1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccccc1,5.62616885492617,306.140198944,21,6,3,2,1.6545999999999996,True
1571,CHEMBL30034,2365.0,COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccccc2)cc1,5.62616885492617,370.135113564,26,6,4,2,2.0632999999999995,True
1573,CHEMBL251917,2420.0,Cc1cc(C2CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC2)ccc1-c1cccc(OCCO)n1,5.616184634019569,477.19335671199997,33,8,7,3,2.22132,True
1574,CHEMBL252081,2500.0,CC(C)c1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,5.6020599913279625,397.23654185199996,29,4,4,3,2.6894,True
1575,CHEMBL376314,2500.0,CC#CCOc1ccc(S(=O)(=O)C(CCCCCC)C(=O)NO)cc1,5.6020599913279625,367.1453439,25,10,5,2,2.7068000000000003,True
1576,CHEMBL4218036,2500.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CP(=O)(O)O)cc2)cc1,5.6020599913279625,418.06399595799996,28,6,4,2,3.8727000000000036,True
1577,CHEMBL33915,2500.0,O=C(NO)C(CCCc1ccccc1)CS(=O)(=O)c1ccc(C(O)c2ccccc2)cc1,5.6020599913279625,453.160993964,32,10,5,3,3.6865000000000023,True
1578,CHEMBL497222,2500.0,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,5.6020599913279625,471.284554664,34,5,6,2,1.0372000000000017,True
1579,CHEMBL1082370,2501.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4cccc5ccccc45)CC3)cc2)CCOCC1,5.601886308269497,494.18754305999994,35,5,6,2,4.052100000000003,True
1583,CHEMBL29801,2600.0,CCc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,5.585026652029182,512.209341124,36,8,6,3,2.9811000000000014,True
1585,CHEMBL429669,2623.0,O=C(NO)[C@H]1CC2(CC2)CN(C(=O)OC2CCOCC2)[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,5.581201709409647,486.247834808,35,4,7,2,1.6269000000000005,True
1586,CHEMBL447,2643.0,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,5.57790283686829,238.131742436,17,5,3,2,1.3510999999999997,True
1587,CHEMBL50437,2700.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,5.568636235841012,506.133399312,35,9,4,3,4.946000000000004,True
1588,CHEMBL277206,2827.0,CCN(CC)CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,5.5486741915104805,537.093304096,33,9,6,2,3.425620000000001,True
1589,CHEMBL1083906,2860.0,Cc1ccccc1N1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,5.543633966870956,459.182792028,32,5,7,2,2.14992,True
1590,CHEMBL3955430,2900.0,O=C(NCc1cccc(N2CCN(C(=O)Cc3n[nH]c(=O)[nH]3)CC2)c1)c1nc2ccccc2c(=O)[nH]1,5.537602002101044,488.19205124800004,36,6,7,4,0.15580000000000088,True
1591,CHEMBL26913,2900.0,CCCN1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.537602002101044,337.10962708799997,23,6,5,2,1.1726999999999999,True
1593,CHEMBL4209100,2960.0,COc1ccc(-c2ccc(Sc3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,5.528708288941061,422.1187948039999,30,9,4,2,5.546400000000005,True
1594,CHEMBL85026,2990.0,CCCCOc1ccc(S(=O)(=O)NC(C(=O)O)C2CCN(C(=O)OCCOC)CC2)cc1,5.52432881167557,472.187936984,32,12,7,2,2.092,True
1595,CHEMBL223888,3000.0,CC#CCOc1ccc(SC(CCCCCC)C(=O)NO)cc1,5.522878745280337,335.15551466,23,10,4,2,4.025200000000002,True
1596,CHEMBL94348,3000.0,CCNC(=O)P(=O)(O)O,5.522878745280337,153.019094366,9,2,2,3,-0.10639999999999988,True
1597,CHEMBL584147,3000.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,5.522878745280337,396.10314473999995,28,6,4,1,4.383100000000002,True
1598,CHEMBL222992,3000.0,CC#CCOc1ccc(SC(C(=O)NO)C2CCCCC2)cc1,5.522878745280337,333.139864596,23,6,4,2,3.635100000000002,True
1599,CHEMBL253374,3000.0,O=C(OCc1ccc(F)cc1)c1cccc(=O)[nH]1,5.522878745280337,247.0644714,18,3,3,1,1.8709999999999998,True
1600,CHEMBL2151364,3010.0,CN(C)C(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,5.521433504406156,409.127385328,30,5,6,3,0.7253000000000001,True
1601,CHEMBL252442,3048.0,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)C1,5.515985037332437,399.1794209,29,3,5,2,1.6547000000000003,True
1602,CHEMBL253489,3050.0,Cc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,5.515700160653214,247.084457896,18,3,4,2,1.5394199999999998,True
1603,CHEMBL1784339,3100.0,Cc1cc(F)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,5.508638306165727,442.19377131199997,30,8,5,1,2.50532,True
1604,CHEMBL4573985,3100.0,Cc1[nH]c2ccccc2c1CCNC(=O)CCCCNCc1cc(Cl)c2cccnc2c1O,5.508638306165727,464.197903848,33,10,4,4,5.0023200000000045,True
1605,CHEMBL83616,3110.0,O=C(CC(CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1,5.507239610973162,410.074343148,28,8,3,1,6.072900000000004,True
1606,CHEMBL147604,3118.0,O=C(NO)C1c2ccc(OCc3ccccc3)cc2CCN1S(=O)(=O)c1cc(Cl)ccc1Cl,5.506123889147178,506.0469981,33,6,5,2,4.3659000000000034,True
1607,CHEMBL3622785,3190.0,CCOc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,5.496209316942819,471.16166266000005,34,6,5,1,5.2416000000000045,True
1608,CHEMBL4586740,3200.0,O=C(CCCNCc1cc(Cl)c2cccnc2c1O)Nc1ccccc1,5.494850021680094,369.12440456,26,7,4,3,4.102300000000002,True
1609,CHEMBL563026,3200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccc(F)cc2)s1,5.494850021680094,388.05629186400006,25,7,6,2,2.3903000000000008,True
1610,CHEMBL30055,3200.0,CCCCOc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,5.494850021680094,556.235555872,39,11,7,3,3.5976000000000017,True
1612,CHEMBL379247,3390.0,O=C(O)CC(CC1CCCC1)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.4698003017969175,360.17254462799997,27,6,2,1,4.940300000000004,True
1613,CHEMBL157243,3400.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccccc1,5.468521082957745,344.08307799199997,24,6,3,3,2.1421,True
1614,CHEMBL226439,3400.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc1,5.468521082957745,318.08855729600003,21,7,6,2,0.5312999999999997,True
1615,CHEMBL4783080,3420.0,COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,5.465973893943865,529.22063408,36,10,9,5,0.08060000000000367,True
1618,CHEMBL4483313,3500.0,O=C(CCNCc1cc(Cl)c2cccnc2c1O)Nc1ccccc1,5.455931955649724,355.108754496,25,6,4,3,3.712200000000001,True
1619,CHEMBL4471187,3600.0,O=C(CCCCNCc1cc(Cl)c2cccnc2c1O)Nc1ccccc1,5.443697499232712,383.140054624,27,8,4,3,4.492400000000003,True
1620,CHEMBL2326364,3600.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,5.443697499232712,370.06750818000006,26,5,3,1,3.952600000000003,True
1621,CHEMBL202875,3600.0,CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.443697499232712,306.125594436,23,5,2,1,3.7700000000000022,True
1622,CHEMBL4213651,3700.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,5.431798275933005,459.081029392,31,7,6,1,2.813300000000001,True
1623,CHEMBL42938,3800.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(C#N)cc2)cc1)C(=O)O,5.42021640338319,358.09872805599997,25,6,4,2,2.6127800000000008,True
1624,CHEMBL3617406,3900.0,CC(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c1ccccc1,5.4089353929735005,373.130756456,25,9,6,3,0.4175000000000002,True
1625,CHEMBL43113,3900.0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc2)cc1,5.4089353929735005,347.119129152,24,6,3,2,3.049520000000002,True
1627,CHEMBL356124,4100.0,COc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,5.3872161432802645,378.088557296,26,4,6,3,1.1942999999999997,True
1628,CHEMBL3827735,4282.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)Nc1ccccc1,5.36835333704158,438.12494280399994,31,9,4,3,3.5040000000000013,True
1629,CHEMBL3622221,4290.0,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,5.367542707815275,441.151097976,32,4,4,1,5.151320000000005,True
1630,CHEMBL280824,4300.0,CC(C)(C)NC(=O)C(c1ccc(-c2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.366531544420413,560.209341124,40,8,6,3,4.085700000000003,True
1631,CHEMBL4531703,4370.0,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(Cl)c(Cl)c1,5.359518563029578,336.994234256,20,3,4,2,2.4412000000000003,True
1632,CHEMBL550628,4400.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,5.356547323513812,450.1283139319999,30,9,6,2,3.3266000000000027,True
1633,CHEMBL29505,4400.0,CC(C)(C)NC(=O)C(c1ccc(Oc2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.356547323513812,576.204255744,41,9,7,3,4.211000000000003,True
1635,CHEMBL3770688,4500.0,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N[C@H](CCCNC(=O)OCc2ccccc2)C(=O)NO)CC1,5.346787486224656,544.2104037439999,38,11,8,4,1.4037000000000006,True
1636,CHEMBL16099,4500.0,CC(C)CC(C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C)C(O)CS,5.346787486224656,381.20861285199993,26,8,5,4,2.504000000000001,True
1637,CHEMBL2203640,4500.0,COc1ccc(CC2(CCCCCCCC(C)C)C(=O)NC(=O)NC2=O)cc1,5.346787486224656,388.236207504,28,11,4,2,3.9768000000000017,True
1638,CHEMBL369317,4517.0,CC(C)ON([C@H](CCN)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.3451499094386055,407.1514919,28,9,6,3,1.907100000000001,True
1639,CHEMBL3622791,4680.0,COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,5.329754146925875,457.14601259600005,33,5,5,1,4.851500000000004,True
1641,CHEMBL4164016,4800.0,CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.318758762624412,359.07872088399995,24,9,6,3,0.2425999999999992,True
1642,CHEMBL256187,4819.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(F)cc2)cc1,5.317043073698791,398.09478554800006,27,8,6,3,1.0369999999999995,True
1643,CHEMBL5277375,4830.0,O=C(O)CCC(NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,5.316052869248487,477.05354745999995,30,10,5,3,2.5658000000000003,True
1644,CHEMBL4634160,4830.0,O=C(O)CC[C@@H](NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,5.316052869248487,477.05354745999995,30,10,5,3,2.5658000000000003,True
1645,CHEMBL46818,4900.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2F)cc1)C(=O)O,5.309803919971486,429.00456934399995,25,6,3,2,3.6427000000000014,True
