,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
14,CHEMBL1801430,0.15,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCN(C2CC2)CC1,9.82390874094432,500.12289211600006,34,7,7,2,3.6536000000000026,True
15,CHEMBL1801398,0.18,CN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,9.744727494896694,474.107242052,32,6,7,2,3.121000000000002,True
18,CHEMBL1916212,0.2,CN1CCN(CCN([C@@H]2CC=CCN(O)C2=O)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.69897000433602,534.170368772,36,8,7,1,2.9167000000000014,True
20,CHEMBL47728,0.2,CSCC[C@@H](C(=O)NO)N(CC(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,9.69897000433602,436.149049376,29,10,5,2,3.6274000000000024,True
21,CHEMBL75094,0.2,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,9.69897000433602,423.092262772,28,5,7,2,2.2640000000000002,True
23,CHEMBL19611,0.2,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,9.69897000433602,388.21105537599993,28,9,4,5,1.4989999999999999,True
26,CHEMBL5283673,0.2,CCCN(C(CSC)C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,9.69897000433602,362.09701380399997,23,9,6,2,1.3328999999999995,True
30,CHEMBL1801431,0.2,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCN(Cc2ccccn2)CC1,9.69897000433602,551.133791148,38,8,8,2,4.086400000000003,True
31,CHEMBL1771212,0.2,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,9.69897000433602,518.1334568,35,9,8,2,3.1376000000000017,True
33,CHEMBL1801052,0.2,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCOCC1,9.69897000433602,461.075607576,31,6,7,2,3.2058000000000018,True
34,CHEMBL279786,0.2,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,9.69897000433602,477.17559847200005,32,12,6,4,3.0976,True
36,CHEMBL1801412,0.2,CCOc1ccc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C4CC4)CC3)cc2)cc1,9.69897000433602,460.166807616,32,8,7,2,3.1537000000000015,True
38,CHEMBL1801417,0.21,CC(C)Oc1ccc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C4CC4)CC3)cc2)cc1,9.67778070526608,474.18245768,33,8,7,2,3.542200000000003,True
39,CHEMBL1916211,0.21,O=C1[C@H](N(CCN2CCCCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.67778070526608,519.15946974,35,8,6,1,4.1552000000000024,True
40,CHEMBL1801429,0.22,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCNCC1,9.657577319177792,460.09159198800006,31,6,7,3,2.7788000000000004,True
41,CHEMBL1916210,0.22,O=C1[C@H](N(CCN2CCOCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.657577319177792,521.1387342959999,35,8,7,1,3.001500000000001,True
42,CHEMBL1801428,0.25,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(SC(F)(F)F)cc3)cc2)CC1,9.602059991327964,534.11061318,35,9,8,2,3.850900000000002,True
43,CHEMBL1801054,0.25,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(SC(F)(F)F)cc3)cc2)CCOCC1,9.602059991327964,477.052763956,31,6,7,2,3.919100000000002,True
44,CHEMBL473539,0.26,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@H]1C(=O)NO,9.585026652029182,422.09701380399997,28,5,6,2,2.8689999999999998,True
45,CHEMBL307413,0.26,O=CN(O)C(CO)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.585026652029182,435.059957512,29,9,7,2,2.3597,True
46,CHEMBL1801421,0.27,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc4c(c3)OCO4)cc2)CC1,9.568636235841012,478.1409867919999,33,8,9,2,1.9676999999999996,True
47,CHEMBL5280430,0.29,CCc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,9.537602002101044,434.0970138039999,29,8,6,2,4.020000000000002,True
48,CHEMBL279078,0.3,CNC(=O)[C@H](Cc1cccc2c1CCCC2)NC(=O)[C@H](CC(C)C)[C@H](C)C(=O)NO,9.522878745280336,417.2627566,30,9,4,4,2.1425,True
50,CHEMBL1801420,0.3,C#CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc4c(c3)OCO4)cc2)CC1,9.522878745280336,458.11477204399995,32,6,8,2,1.9544999999999997,True
51,CHEMBL16118,0.3,CCCCCCCC(C(=O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,9.522878745280336,358.229013948,24,11,4,3,2.738900000000001,True
52,CHEMBL309329,0.3,O=CN(O)C(COCCO)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.522878745280336,479.08617225999996,32,12,8,2,2.3762999999999996,True
54,CHEMBL1801046,0.3,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,9.522878745280336,411.05433597599995,27,5,6,2,2.9606000000000012,True
55,CHEMBL75114,0.32,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)C1CCCO1,9.494850021680094,475.09125764,32,9,7,1,3.546400000000003,True
56,CHEMBL3221178,0.32,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)[C@H]1CCCO1,9.494850021680094,475.09125764,32,9,7,1,3.546400000000003,True
57,CHEMBL76043,0.34,CC1(C)C(=O)NC(=O)N1CC(CS(=O)(=O)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.468521082957745,529.113055704,36,9,7,2,2.5725,True
58,CHEMBL2041308,0.34,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)C1=O,9.468521082957745,529.113055704,36,9,7,2,2.5725,True
59,CHEMBL5288452,0.34,Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,9.468521082957745,420.0813637399999,28,7,6,2,3.766020000000002,True
60,CHEMBL5278145,0.34,CC1(C)NC(=O)N(C[C@H](CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C(=O)O)C1=O,9.468521082957745,545.107970324,37,8,7,3,3.0941,True
62,CHEMBL11306,0.38,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,9.42021640338319,349.200156344,25,9,4,4,1.0176999999999996,True
63,CHEMBL1801044,0.4,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1,9.397940008672036,377.09330832800003,26,5,6,2,2.3072,True
65,CHEMBL3617407,0.43,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,9.366531544420411,567.167535888,40,11,8,2,3.2532000000000014,True
66,CHEMBL5268799,0.43,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCC3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,9.366531544420411,566.1722869199999,40,11,8,2,4.042500000000003,True
67,CHEMBL400285,0.46,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(Cl)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,9.337242168318426,497.13873429599994,33,8,7,2,2.881500000000001,True
68,CHEMBL1916054,0.46,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=C(CN2CCOCC2)CN1O,9.337242168318426,507.123084232,34,7,7,2,2.6593,True
69,CHEMBL2041307,0.5,CC1(C)OC[C@H](C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,9.30102999566398,505.10182232399995,34,9,8,1,3.5189000000000012,True
70,CHEMBL140152,0.5,COc1ccc(S(=O)(=O)N2CCCCC(C)(C)[C@@H]2C(=O)NO)cc1,9.30102999566398,356.14059286799994,24,4,5,2,1.7699999999999996,True
71,CHEMBL2115165,0.5,CC1(C)OC[C@H]([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,9.30102999566398,505.10182232399995,34,9,8,1,3.5189000000000012,True
72,CHEMBL235095,0.5,COc1ccc(S(=O)(=O)N(Cc2ccc(F)nc2)[C@@H](C(=O)NO)C(C)C)cc1,9.30102999566398,411.12642002399997,28,8,6,2,1.9502,True
73,CHEMBL210517,0.5,Cc1ccc(C#Cc2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.30102999566398,487.1089583919999,35,6,5,1,3.3080200000000017,True
74,CHEMBL5284688,0.5,COc1ccc(S(=O)(=O)N2CCCC(C)(C)CC2C(=O)NO)cc1,9.30102999566398,356.14059286799994,24,4,5,2,1.7699999999999996,True
75,CHEMBL101612,0.5,CN1CCN(Cc2cc(Br)cc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.30102999566398,622.0652307759999,38,8,7,2,4.586300000000003,True
76,CHEMBL310688,0.5,COc1ccc(S(=O)(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)NO)cc1,9.30102999566398,381.160993964,26,8,5,2,3.425700000000001,True
77,CHEMBL126461,0.5,O=C(NO)C(CCn1nnc2ccccc2c1=O)CSc1ccc(-c2ccc(Cl)cc2)cc1,9.30102999566398,480.102289212,33,8,7,2,4.415900000000002,True
79,CHEMBL427616,0.5,COc1ccc(S(=O)(=O)N2CC[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,9.30102999566398,499.10830675999995,33,7,8,2,0.6631000000000011,True
80,CHEMBL1957606,0.5,O=C(NO)[C@@H]1CS(=O)(=O)CN1S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,9.30102999566398,446.0009205,28,5,7,2,1.3829000000000002,True
82,CHEMBL234530,0.51,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,9.292429823902063,562.119205792,38,12,8,4,0.9813000000000027,True
83,CHEMBL253032,0.52,Cc1ccc(Oc2ccc(N(C[C@H](NC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652,421.167141964,29,9,6,3,2.42532,True
84,CHEMBL254293,0.52,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652,455.1514918999999,32,9,6,3,3.5394200000000007,True
85,CHEMBL3221177,0.53,O=CN(O)C(Cc1ccc(C(=O)O)cc1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.275724130399212,539.0861722599999,37,11,7,2,4.308300000000003,True
86,CHEMBL78145,0.53,O=CN(O)C(CCc1ccc(C(=O)O)cc1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,9.275724130399212,553.101822324,38,12,7,2,4.698400000000004,True
87,CHEMBL432882,0.54,CC(C)[C@@H](NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,9.267606240177033,364.10929273999994,25,7,5,3,2.2872,True
88,CHEMBL3585769,0.54,C=CC[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,9.267606240177033,391.120191772,27,9,6,2,1.7311999999999992,True
89,CHEMBL400785,0.54,Cc1ccc(Oc2ccc(N(C[C@H](N[C@@H](C)c3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.267606240177033,483.1827920279999,34,10,6,3,3.7781200000000013,True
90,CHEMBL227824,0.56,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,9.2518119729938,413.1061951179999,27,8,4,3,3.190400000000002,True
91,CHEMBL4854379,0.57,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)SC1CCCC1S,9.244125144327509,408.19052026400004,27,9,4,3,3.4587000000000026,True
92,CHEMBL1916050,0.58,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.236572006437065,408.054670324,27,5,5,2,2.956900000000001,True
93,CHEMBL377112,0.6,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(OC(F)(F)F)cc2)cc1,9.221848749616356,525.085778336,37,7,5,1,5.216600000000004,True
94,CHEMBL333586,0.6,CCOCCCOC(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,9.221848749616356,445.151885824,30,9,8,2,0.43870000000000153,True
95,CHEMBL317508,0.6,N#Cc1ccc(-c2ccc(OCC(CCn3nnc4ccccc4c3=O)C(=O)NO)cc2)cc1,9.221848749616356,455.159354152,34,8,8,2,2.9208799999999995,True
100,CHEMBL123967,0.6,COc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2C(=O)NO)cc1,9.221848749616356,393.066441948,25,5,7,2,-1.1648999999999967,True
101,CHEMBL1801393,0.6,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCN(Cc2cccnc2)CC1,9.221848749616356,551.133791148,38,8,8,2,4.086400000000003,True
102,CHEMBL317132,0.6,O=C(NO)C(CCn1nnc2ccccc2c1=O)COc1ccc(-c2ccc(Cl)cc2)cc1,9.221848749616356,464.125132832,33,8,7,2,3.702600000000002,True
103,CHEMBL96049,0.6,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccccc3)CC2C(=O)NO)cc1,9.221848749616356,481.130756456,34,5,6,2,2.4205000000000005,True
104,CHEMBL401404,0.62,COc1cccc(N[C@@H](CN(c2ccc(Oc3ccc(C)cc3)cc2)S(C)(=O)=O)C(=O)NO)c1,9.207608310501746,485.16205658399997,34,10,7,3,3.548020000000001,True
105,CHEMBL251831,0.68,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3C[C@@H](C)O[C@@H](C)C3)S(C)(=O)=O)cc2)cc1,9.167491087293763,477.1933567119999,33,8,7,2,2.5365200000000003,True
106,CHEMBL430664,0.7,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,9.154901959985745,557.162056584,40,6,6,2,4.087500000000002,True
107,CHEMBL5174280,0.704,O=C(CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1,9.152427340857887,452.14059286799994,32,10,4,3,3.181700000000001,True
108,CHEMBL4461597,0.76,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,9.119186407719209,413.025534384,26,4,4,2,4.108200000000003,True
109,CHEMBL515980,0.77,CC(C)[C@H](C(=O)NO)N(CC(=O)O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,9.113509274827518,422.114772044,29,9,6,3,2.084199999999999,True
110,CHEMBL78052,0.79,CS(=O)(=O)N1CCN(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)CC1,9.102372908709558,595.126991516,39,12,9,1,2.3346999999999998,True
111,CHEMBL5275421,0.8,O=C(NO)C1(S(=O)(=O)c2ccc(-n3cc(-c4ccc(-c5cncnc5)cc4)nn3)cc2)CCOCC1,9.096910013008056,506.13723880400005,36,6,10,2,2.2196,True
112,CHEMBL573715,0.8,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,9.096910013008056,413.09330832800003,29,7,6,2,3.3682000000000007,True
113,CHEMBL116944,0.8,C[C@@H](C[C@@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,9.096910013008056,358.152871804,26,8,5,4,2.1012,True
114,CHEMBL379220,0.8,CCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.096910013008056,469.13477921599997,34,7,4,1,4.880400000000003,True
115,CHEMBL1916215,0.8,Cc1ccc(C#Cc2ccc(S(=O)(=O)N(CCN3CCOCC3)[C@@H]3CC=CCN(O)C3=O)s2)cc1,9.096910013008056,515.154863028,35,6,7,1,2.32552,True
117,CHEMBL75529,0.86,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)CS(=O)(=O)N1CCOCC1,9.065501548756432,568.0797069759999,37,11,9,1,2.0294000000000003,True
118,CHEMBL408366,0.87,COc1ccc(Oc2ccc(S(=O)(=O)N(C)c3cccn(O)c3=O)cc2)cc1,9.060480747381382,402.088557296,28,6,7,1,2.7116000000000007,True
119,CHEMBL254506,0.89,Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(F)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.050609993355089,473.14207008799985,33,9,6,3,3.6785200000000016,True
120,CHEMBL5289570,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CCSCc3ccccc3)C2C(=O)NO)cc1,9.045757490560677,478.15961405999997,32,9,6,2,3.5394000000000014,True
121,CHEMBL104021,0.9,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCS(=O)(=O)Cc2ccccc2)C(=O)NO)cc1,9.045757490560677,498.1494432999999,33,12,7,2,2.221,True
122,CHEMBL102415,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CSCc3ccccc3)[C@@H]2C(=O)NO)cc1,9.045757490560677,464.14396399599997,31,8,6,2,3.149300000000001,True
124,CHEMBL125598,0.9,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,9.045757490560677,495.14640651999997,35,6,6,2,2.3829000000000002,True
125,CHEMBL75567,0.9,CN(C)CC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.045757490560677,462.107242052,31,10,7,1,2.9290000000000003,True
126,CHEMBL19932,0.9,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](C)C(=O)NO)C1CCCCC1,9.045757490560677,355.24710653600005,25,8,4,4,1.6012999999999993,True
127,CHEMBL73866,0.9,COCC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,9.045757490560677,449.075607576,30,10,7,1,3.0138000000000007,True
128,CHEMBL420657,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C([C@H](O)CSc3ccccc3)[C@@H]2C(=O)NO)cc1,9.045757490560677,480.138878616,32,8,7,3,2.3691000000000004,True
129,CHEMBL141080,0.9,COc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,9.045757490560677,360.08136374,23,4,6,2,1.0852999999999997,True
130,CHEMBL4088630,0.9,COc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,9.045757490560677,360.08136374,23,4,6,2,1.0852999999999997,True
131,CHEMBL75487,0.91,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3cccc(CC#N)c3)cc2)N(O)C=O)C1=O,9.040958607678906,484.14165548799997,34,9,7,2,1.7399799999999996,True
132,CHEMBL4444377,0.91,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(C#Cc2ccccc2)cc1,9.040958607678906,369.10347908800003,26,3,4,2,2.5342000000000002,True
133,CHEMBL209165,0.96,CSc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,9.017728766960431,495.0810293919999,34,8,6,1,3.9887000000000024,True
134,CHEMBL75302,0.96,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)N(O)C=O)C1=O,9.017728766960431,495.0866987239999,33,9,7,2,2.4525999999999994,True
135,CHEMBL78213,0.98,COC(=O)c1ccc(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc1,9.008773924307503,567.117472388,39,12,8,1,4.786800000000004,True
136,CHEMBL78549,1.0,CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,438.101620516,29,6,6,2,3.265900000000002,True
137,CHEMBL304730,1.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cc(-c3cccc(C(F)(F)F)c3)cc2C(=O)NO)cc1,9.0,571.138876528,40,8,6,2,5.598920000000005,True
138,CHEMBL319341,1.0,CN1CCN(Cc2cccc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,544.1547187079999,37,8,7,2,3.823800000000003,True
139,CHEMBL79433,1.0,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1,9.0,500.11727058,34,7,6,2,4.446200000000004,True
140,CHEMBL100512,1.0,COc1ccc(S(=O)(=O)N(C)c2c(CN3CCN(C)CC3)cccc2C(=O)NO)cc1,9.0,448.178040996,31,7,7,2,1.3867,True
141,CHEMBL415482,1.0,COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,9.0,433.130756456,30,6,6,2,0.9923999999999997,True
142,CHEMBL2203634,1.0,CCCCCCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O,9.0,330.19434269199996,24,9,3,2,3.3321000000000014,True
144,CHEMBL95807,1.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cccs3)CC2C(=O)NO)cc1,9.0,487.087177392,33,5,7,2,2.482,True
145,CHEMBL370685,1.0,CC(C)N1CCN(C2(c3ccc(Oc4ccc(Br)cc4)cc3)C(=O)NC(=O)NC2=O)CC1,9.0,500.10591738,32,5,6,2,2.8287000000000004,True
146,CHEMBL1916201,1.0,COc1ccc(Oc2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)cc2)cc1,9.0,404.10420736,28,6,6,2,2.3121,True
147,CHEMBL311357,1.0,CCCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,466.13292064399997,31,8,6,2,4.046100000000003,True
148,CHEMBL320442,1.0,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccsc2)C(=O)NO)cc1,9.0,472.116034996,30,12,7,2,3.600900000000001,True
149,CHEMBL287871,1.0,CN(c1c(C(=O)NO)cnc2ccccc12)S(=O)(=O)c1ccc(Oc2ccncc2)cc1,9.0,450.099790676,32,6,7,2,3.366200000000002,True
150,CHEMBL78909,1.0,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,9.0,530.1278352639999,36,8,7,2,4.454800000000003,True
151,CHEMBL286848,1.0,Cc1nn(C)c2ncc(C(=O)NO)c(N(C)S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)c12,9.0,501.0873674199999,34,6,8,2,3.666520000000002,True
152,CHEMBL323371,1.0,O=C(NO)C(CCn1nnc2ccccc2c1=O)COc1ccc(-c2ccccc2)cc1,9.0,430.164105184,32,8,7,2,3.049200000000001,True
153,CHEMBL5269115,1.0,COc1ccc(S(=O)(=O)N(Cc2ccccn2)c2c(C)cc(-c3cccc(C(F)(F)F)c3)cc2C(=O)NO)cc1,9.0,571.138876528,40,8,6,2,5.598920000000005,True
155,CHEMBL5274327,1.06,CN(C)c1ccc(-c2cn(-c3ccc(S(=O)(=O)NC(Cc4ccccc4)C(=O)NO)cc3)nn2)cc1,8.97469413473523,506.173624312,36,9,8,3,2.3952999999999998,True
156,CHEMBL1801057,1.1,COc1ccc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccn4)CC3)cc2)cc1,8.958607314841775,497.1620565840001,35,8,8,2,3.1964000000000015,True
157,CHEMBL2043424,1.1,C[C@@H]1OC(C)(C)O[C@H]1C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,8.958607314841775,519.117472388,35,9,8,1,3.9074000000000018,True
158,CHEMBL2385442,1.1,O=C(Nc1ccc(S(=O)(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccc(I)cc1,8.958607314841775,589.0168397399999,34,8,4,4,3.9990000000000023,True
159,CHEMBL2043425,1.1,CCC1(CC)OC[C@H](C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,8.958607314841775,533.133122452,36,11,8,1,4.299100000000003,True
160,CHEMBL7108,1.1,COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,8.958607314841775,385.130756456,26,4,6,2,0.5482000000000001,True
161,CHEMBL76757,1.1,CSc1ccc(-c2ccc(S(=O)(=O)CC(CN3C(=O)NC(C)(C)C3=O)N(O)C=O)cc2)cc1,8.958607314841775,491.11847751999994,33,9,7,2,2.3958000000000004,True
162,CHEMBL399029,1.1,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,8.958607314841775,531.1650912759999,36,8,7,2,3.246900000000001,True
163,CHEMBL1812922,1.1,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(CC3CC3)CC2)C(=O)N1,8.958607314841775,448.21105537600005,33,6,6,2,2.4578999999999995,True
164,CHEMBL75464,1.1,CCC1(CC)OCC([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,8.958607314841775,533.133122452,36,11,8,1,4.299100000000003,True
165,CHEMBL1092104,1.1,O=C(NO)[C@@H](CCN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccc(Br)cc1,8.958607314841775,480.9943183319999,29,7,6,3,1.2877,True
166,CHEMBL306050,1.1,C[C@@H]1OC(C)(C)OC1[C@@H](CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,8.958607314841775,519.117472388,35,9,8,1,3.9074000000000018,True
167,CHEMBL5205275,1.19,CCNC(=O)CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,8.924453038607469,390.12494280399994,27,9,4,3,2.0013999999999994,True
